"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"ClasseProfilTravSectionnee-2019-01-01-profil";"ClasseProfilTravSectionnee-2019-01-01-profil_lib";"ItiEuropeen-2015-01-01-ItiEuropeen";"Macro_sections-2019-01-01-CodeMacroSection";"Macro_sections-2019-01-01-MacroSectionEquipee";"Macro_sections-2019-01-01-NomStationRef";"Macro_sections-2019-01-01-CodeSiredoStationRef";"Macro_sections-2019-01-01-TypeStationRef";"Macro_sections-2019-01-01-TypeStationRef_lib";"Macro_sections-2019-01-01-DateStationRef";"Macro_sections-2019-01-01-IndiceNational";"Macro_sections-2019-01-01-sectionnement_gestionnaire";"sousReseauIndice-2019-01-01-sousReseauIndice";"sousReseauIndice-2019-01-01-sousReseauIndice_lib";"sectionnement_departement";"sectionnement_gestionnaire"
"DIRCE_VPC-71_N80_01";"2019-01-01";"N0080";"70";"11";"71";"N";"0";"0";"840599,55";"6630360,78";"0";"11";"71";"N";"70";"70";"840529,44";"6630366,06";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"DIRCE_VPC-71_N80_02";"2019-01-01";"N0080";"48";"11";"71";"N";"70";"70";"840529,44";"6630366,06";"0";"11";"71";"N";"118";"118";"840481,52";"6630371,69";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"DIRCE_VPC-71_N80_03";"2019-01-01";"N0080";"1146";"11";"71";"N";"118";"118";"840481,52";"6630371,69";"0";"12";"71";"N";"647";"1264";"839340,82";"6629984,29";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"DIRCE_VPC-71_N80_06";"2019-01-01";"N0080";"8";"12";"71";"N";"647";"1264";"839340,82";"6629984,29";"0";"12";"71";"N";"655";"1272";"839333,31";"6629981,42";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"CONTINUITE_10092";"2019-01-01";"N0080";"103,2";"12";"71";"N";"655";"1272";"839276,32";"6629965,76";"0";"12";"71";"N";"758,2";"1375,2";"839171,48";"6629962,99";"0";"I";"0";"ACCROCHE";"=2*1V";"=2*1V";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"DIRCE_VPC-71_N80_11";"2019-01-01";"N0080";"96,1";"12";"71";"N";"758,2";"1375,2";"839171,48";"6629962,99";"0";"12";"71";"N";"854,3";"1471,3";"839073,49";"6629961,52";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"DIRCE_VPC-71_N80_12";"2019-01-01";"N0080";"334,2";"12";"71";"N";"854,3";"1471,3";"839073,49";"6629961,52";"0";"13";"71";"N";"303,5";"1805,5";"838737,98";"6629963,03";"0";"I";"0";"ACCROCHE";"=2*1V";"=2*1V";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"DIRCE_VPC-71_N80_15";"2019-01-01";"N0080";"25935,5";"13";"71";"N";"303,5";"1805,5";"838737,98";"6629963,03";"0";"39";"71";"N";"300";"27741";"813987,23";"6628751,94";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0080_M1";"1";"LES_BAUDOTS";"MXS71.W";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"71";"DIRCE"
"CONTINUITE_10095";"2019-01-01";"N0082";"14796";"0";"42";"N";"0";"0";"787874,43";"6541314,68";"0";"15";"42";"N";"400";"14796";"790335,73";"6527972,37";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0082_M1";"1";"NEULISE";"MYL42.Y";"2";"QT, TT, VT, LC, VC";"2017-02-02";"0";"DIRCE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"42";"DIRCE"
"18798";"2019-01-01";"N0083";"1729";"57";"39";"N";"0";"0";"899740,56";"6641236,13";"0";"59";"39";"N";"356";"1729";"901301,04";"6641705,01";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18800";"2019-01-01";"N0083";"469";"59";"39";"N";"356";"1729";"901301,04";"6641705,01";"0";"59";"39";"N";"825";"2198";"901777,44";"6641688,11";"0";"I";"0";"ACCROCHE";"3V<10.50";"3V<10.50";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18880";"2019-01-01";"N0083";"2245";"59";"39";"N";"825";"2198";"901777,44";"6641688,11";"0";"62";"39";"N";"170";"4443";"903991,41";"6641021,38";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18803";"2019-01-01";"N0083";"1284";"62";"39";"N";"170";"4443";"903991,41";"6641021,38";"0";"63";"39";"N";"456";"5727";"905173,04";"6640893,04";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18808";"2019-01-01";"N0083";"1051";"63";"39";"N";"456";"5727";"905173,04";"6640893,04";"0";"64";"39";"N";"520";"6778";"905805,62";"6641647,1";"0";"I";"0";"ACCROCHE";"3V<10.50";"3V<10.50";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18809";"2019-01-01";"N0083";"478";"64";"39";"N";"520";"6778";"905805,62";"6641647,1";"0";"65";"39";"N";"0";"7256";"906017,7";"6642070,47";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18811";"2019-01-01";"N0083";"180";"65";"39";"N";"0";"7256";"906017,7";"6642070,47";"0";"65";"39";"N";"180";"7436";"906129,8";"6642212,04";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M1";"1";"POLIGNY";"MXJ39.I";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"fyniqhe_section1_18811";"2019-01-01";"N0083";"30";"65";"39";"N";"180";"7436";"906129,8";"6642212,04";"0";"65";"39";"N";"210";"7466";"906151,3";"6642233,34";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18812";"2019-01-01";"N0083";"2372";"65";"39";"N";"210";"7466";"906151,3";"6642233,34";"0";"67";"39";"N";"928";"9838";"906870,08";"6644409,65";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18814";"2019-01-01";"N0083";"18";"67";"39";"N";"928";"9838";"906870,08";"6644409,65";"0";"67";"39";"N";"946";"9856";"906871,87";"6644427,66";"0";"I";"0";"ACCROCHE";"2V<7";"2V<7";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18815";"2019-01-01";"N0083";"5211";"67";"39";"N";"946";"9856";"906871,87";"6644427,66";"0";"73";"39";"N";"157";"15067";"909597,27";"6648171,83";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18823";"2019-01-01";"N0083";"1364";"73";"39";"N";"157";"15067";"909597,27";"6648171,83";"0";"75";"39";"N";"0";"16431";"910459,48";"6649001,44";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18824";"2019-01-01";"N0083";"1273";"75";"39";"N";"0";"16431";"910459,48";"6649001,44";"0";"76";"39";"N";"329";"17704";"910915,51";"6650160,98";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18827";"2019-01-01";"N0083";"2060";"76";"39";"N";"329";"17704";"910915,51";"6650160,98";"0";"78";"39";"N";"587";"19764";"911242,08";"6652194,71";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18828";"2019-01-01";"N0083";"1530";"78";"39";"N";"587";"19764";"911242,08";"6652194,71";"0";"80";"39";"N";"130";"21294";"911625,32";"6653671,09";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18831";"2019-01-01";"N0083";"3720";"80";"39";"N";"130";"21294";"911625,32";"6653671,09";"0";"83";"39";"N";"855";"25014";"913498,51";"6656807,72";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0083_M2";"1";"BUVILLY";"MXJ39.H";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"fyniqhe_section1_18831";"2019-01-01";"N0083";"748";"83";"39";"N";"855";"25014";"913498,51";"6656807,72";"0";"84";"39";"N";"591";"25762";"913900,33";"6657412,67";"0";"I";"0";"ACCROCHE";"4V";"4V";"";"N0083_M3";"1";"GRANGE DE VAIVRE";"MXJ39.G";"2";"QT, TT, VT, LC, VC";"2018-07-12";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18832";"2019-01-01";"N0083";"3740";"84";"39";"N";"591";"25762";"913900,33";"6657412,67";"0";"0";"25";"N";"0";"29502";"916212,76";"6660235,08";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M3";"1";"GRANGE DE VAIVRE";"MXJ39.G";"2";"QT, TT, VT, LC, VC";"2018-07-12";"0";"DIRE";"4";"Autre route nationale";"39";"DIRE"
"18835";"2019-01-01";"N0083";"1719";"0";"25";"N";"0";"29502";"916212,76";"6660235,08";"0";"1";"25";"N";"628";"31221";"917385,57";"6661457,24";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18837";"2019-01-01";"N0083";"370";"1";"25";"N";"628";"31221";"917385,57";"6661457,24";"0";"2";"25";"N";"0";"31591";"917636,75";"6661727,81";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18838";"2019-01-01";"N0083";"524";"2";"25";"N";"0";"31591";"917636,75";"6661727,81";"0";"2";"25";"N";"524";"32115";"917847,94";"6662192,53";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18839";"2019-01-01";"N0083";"546";"2";"25";"N";"524";"32115";"917847,94";"6662192,53";"0";"3";"25";"N";"66";"32661";"917979,15";"6662719,59";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18840";"2019-01-01";"N0083";"7282";"3";"25";"N";"66";"32661";"917979,15";"6662719,59";"0";"10";"25";"N";"360";"39943";"919200,91";"6669688,05";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18844";"2019-01-01";"N0083";"1600";"10";"25";"N";"360";"39943";"919200,91";"6669688,05";"0";"11";"25";"N";"960";"41543";"919975,95";"6670997,73";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18845";"2019-01-01";"N0083";"820";"11";"25";"N";"960";"41543";"919975,95";"6670997,73";"0";"13";"25";"N";"95";"42363";"920205,03";"6671768,87";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18846";"2019-01-01";"N0083";"65";"13";"25";"N";"95";"42363";"920205,03";"6671768,87";"0";"13";"25";"N";"160";"42428";"920236,08";"6671825,18";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18847";"2019-01-01";"N0083";"85";"13";"25";"N";"160";"42428";"920236,08";"6671825,18";"0";"13";"25";"N";"245";"42513";"920286,05";"6671893,07";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18848";"2019-01-01";"N0083";"2273";"13";"25";"N";"245";"42513";"920286,05";"6671893,07";"0";"15";"25";"N";"874";"44786";"921186,86";"6673965,58";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18849";"2019-01-01";"N0083";"4443";"15";"25";"N";"874";"44786";"921186,86";"6673965,58";"0";"20";"25";"N";"336";"49229";"923608,82";"6677578,52";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18851";"2019-01-01";"N0083";"597";"20";"25";"N";"336";"49229";"923608,82";"6677578,52";"0";"20";"25";"N";"933";"49826";"923870,01";"6678108,21";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18853";"2019-01-01";"N0083";"388";"20";"25";"N";"933";"49826";"923870,01";"6678108,21";"0";"21";"25";"N";"326";"50214";"924119,88";"6678395,75";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18854";"2019-01-01";"N0083";"903";"21";"25";"N";"326";"50214";"924119,88";"6678395,75";"0";"22";"25";"N";"239";"51117";"924428,28";"6679197,48";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18856";"2019-01-01";"N0083";"131";"22";"25";"N";"239";"51117";"924428,28";"6679197,48";"0";"22";"25";"N";"370";"51248";"924450,04";"6679318,9";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M4";"1";"BUSY";"MXD25.O";"2";"QT, TT, VT, LC, VC";"2015-07-01";"0";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"fyniqhe_section1_18856";"2019-01-01";"N0083";"716";"22";"25";"N";"370";"51248";"924450,04";"6679318,9";"0";"23";"25";"N";"102";"51964";"924305,9";"6679850,14";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M5";"1";"BEURE";"MXD25.K";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18858";"2019-01-01";"N0083";"362";"23";"25";"N";"102";"51964";"924305,9";"6679850,14";"0";"23";"25";"N";"464";"52326";"924345,9";"6680182,69";"0";"I";"0";"ACCROCHE";"2V<7";"2V<7";"";"N0083_M5";"1";"BEURE";"MXD25.K";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18859";"2019-01-01";"N0083";"4872";"23";"25";"N";"464";"52326";"924345,9";"6680182,69";"0";"28";"25";"N";"420";"57198";"927031,35";"6683180,57";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M5";"1";"BEURE";"MXD25.K";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18863";"2019-01-01";"N0083";"31";"28";"25";"N";"420";"57198";"927031,35";"6683180,57";"0";"28";"25";"N";"451";"57229";"927005,37";"6683199,69";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0083_M5";"1";"BEURE";"MXD25.K";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18864";"2019-01-01";"N0083";"24";"28";"25";"N";"451";"57229";"927005,37";"6683199,69";"0";"28";"25";"N";"475";"57253";"926985,25";"6683214,49";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0083_M5";"1";"BEURE";"MXD25.K";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE";"4";"Autre route nationale";"25";"DIRE"
"18865";"2019-01-01";"N0083";"11";"28";"25";"N";"475";"57253";"926985,25";"6683214,49";"0";"28";"25";"N";"486";"57264";"926976,03";"6683221,28";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"";"";"";"";"";"";"";"";"";"4";"Autre route nationale";"25";"DIRE"
"18881";"2019-01-01";"N0083";"10563";"58";"68";"N";"0";"57264";"1024622,23";"6789352,13";"0";"68";"68";"N";"1006";"67827";"1026800,86";"6799183,29";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E25";"N0083_M6";"1";"OSTHEIM_SUD";"MZR68.B";"1";"QT, TT";"2018-10-01";"1";"DIRE";"3";"Route nationale interurbaine à caractéristiques autoroutières";"68";"DIRE"
"18882";"2019-01-01";"N0083";"441,3";"39";"67";"N";"0";"67827";"1046711,1";"6833848,37";"0";"40";"67";"N";"309,3";"68268,3";"1046808,09";"6834269,99";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"18883";"2019-01-01";"N0083";"251,8";"40";"67";"N";"309,3";"68268,3";"1046808,09";"6834269,99";"0";"40";"67";"N";"561,1";"68520,1";"1046831,06";"6834512,4";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"18884";"2019-01-01";"N0083";"170,9";"40";"67";"N";"561,1";"68520,1";"1046831,06";"6834512,4";"0";"40";"67";"N";"732";"68691";"1046769,45";"6834669,01";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"fyniqhe_section1_18884";"2019-01-01";"N0083";"299,7";"40";"67";"N";"732";"68691";"1046769,45";"6834669,01";"0";"41";"67";"N";"18,7";"68990,7";"1046648";"6834938,91";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"18886";"2019-01-01";"N0083";"285,7";"41";"67";"N";"18,7";"68990,7";"1046648";"6834938,91";"0";"41";"67";"N";"304,4";"69276,4";"1046539,12";"6835207,22";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"18887";"2019-01-01";"N0083";"264,6";"41";"67";"N";"304,4";"69276,4";"1046539,12";"6835207,22";"0";"41";"67";"N";"569";"69541";"1046446,96";"6835458,98";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"18888";"2019-01-01";"N0083";"268";"41";"67";"N";"569";"69541";"1046446,96";"6835458,98";"0";"41";"67";"N";"837";"69809";"1046367,92";"6835718,78";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"zqBJhWZ_section1_18889";"2019-01-01";"N0083";"527";"41";"67";"N";"837";"69809";"1046367,92";"6835718,78";"0";"42";"67";"N";"387";"70336";"1046209,13";"6835931,07";"0";"I";"0";"ACCROCHE";"=2*1V";"=2*1V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"67";"DIRE"
"CONTINUITE_10105";"2019-01-01";"N0085";"3";"50";"38";"N";"-753";"0";"911688,47";"6450865,61";"0";"50";"38";"N";"-750";"3";"911690,37";"6450863,5";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"";"";"";"";"";"";"";"";"";"4";"Autre route nationale";"38";"DIRCE"
"HzpK7Ly_section1_CONTINUITE_10105";"2019-01-01";"N0085";"3188";"50";"38";"N";"-750";"3";"911690,37";"6450863,5";"0";"51";"38";"N";"763";"3191";"913315,99";"6448498,53";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"DIRCE_VPC_38_N85_03";"2019-01-01";"N0085";"175";"51";"38";"N";"763";"3191";"913315,99";"6448498,53";"0";"51";"38";"N";"938";"3366";"913530,62";"6448403,51";"0";"I";"0";"ACCROCHE";"3V>=10.50";"3V>=10.50";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"DIRCE_VPC_38_N85_04";"2019-01-01";"N0085";"124";"51";"38";"N";"938";"3366";"913530,62";"6448403,51";"0";"51";"38";"N";"1062";"3490";"913596,7";"6448297,51";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"DIRCE_VPC_38_N85_05";"2019-01-01";"N0085";"4905";"51";"38";"N";"1062";"3490";"913596,7";"6448297,51";"0";"56";"38";"N";"204";"8395";"917501,77";"6446429,25";"0";"I";"0";"ACCROCHE";"2V<7";"2V<7";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"DIRCE_VPC_38_N85_06";"2019-01-01";"N0085";"38";"56";"38";"N";"204";"8395";"917501,77";"6446429,25";"0";"56";"38";"N";"242";"8433";"917537,67";"6446416,33";"0";"I";"0";"ACCROCHE";"2V>=7";"2V>=7";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"DIRCE_VPC_38_N85_07";"2019-01-01";"N0085";"31";"56";"38";"N";"242";"8433";"917537,67";"6446416,33";"0";"56";"38";"N";"273";"8464";"917565,06";"6446401,41";"0";"I";"0";"ACCROCHE";"3V<10.50";"3V<10.50";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"ComplemDIRCE2018_10106";"2019-01-01";"N0085";"1";"56";"38";"N";"273";"8464";"917565,06";"6446401,41";"0";"56";"38";"N";"274";"8465";"917565,9";"6446400,85";"0";"I";"0";"ACCROCHE";"2V<7";"2V<7";"";"N0085_M1";"1";"CHAMPAGNIER";"MYI38.F";"2";"QT, TT, VT, LC, VC";"1992-01-22";"1";"DIRCE";"4";"Autre route nationale";"38";"DIRCE"
"19370";"2019-01-01";"N0085";"40";"56";"38";"N";"274";"8465";"917573";"6446379,24";"0";"56";"38";"N";"314";"8505";"917582,69";"6446340,56";"0";"I";"0";"ACCROCHE";"=2*1V";"=2*1V";"";"";"";"";"";"";"";"";"";"";"4";"Autre route nationale";"38";"DIRMED"
