"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"ClasseProfilTravSectionnee-2019-01-01-profil";"ClasseProfilTravSectionnee-2019-01-01-profil_lib";"ItiEuropeen-2015-01-01-ItiEuropeen";"Macro_sections-2019-01-01-CodeMacroSection";"Macro_sections-2019-01-01-MacroSectionEquipee";"Macro_sections-2019-01-01-NomStationRef";"Macro_sections-2019-01-01-CodeSiredoStationRef";"Macro_sections-2019-01-01-TypeStationRef";"Macro_sections-2019-01-01-TypeStationRef_lib";"Macro_sections-2019-01-01-DateStationRef";"Macro_sections-2019-01-01-IndiceNational";"Macro_sections-2019-01-01-sectionnement_gestionnaire";"sousReseauIndice-2019-01-01-sousReseauIndice";"sousReseauIndice-2019-01-01-sousReseauIndice_lib";"sectionnement_departement";"sectionnement_gestionnaire"
"IRDdGPP_section1_13864";"2019-01-01";"A0084";"20462";"172";"50";"N";"0";"66219";"381344,93";"6854062,95";"0";"193";"50";"N";"130";"86681";"390995,03";"6870244,29";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section2_13864";"2019-01-01";"A0084";"20462";"172";"50";"N";"0";"66219";"381344,93";"6854062,95";"0";"193";"50";"N";"130";"86681";"390995,03";"6870244,29";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"13865";"2019-01-01";"A0084";"1491,9";"193";"50";"N";"130";"86681";"390995,03";"6870244,29";"0";"194";"50";"N";"619,9";"88172,9";"392389,2";"6870672,37";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section1_13865";"2019-01-01";"A0084";"1491,9";"193";"50";"N";"130";"86681";"390995,03";"6870244,29";"0";"194";"50";"N";"619,9";"88172,9";"392389,2";"6870672,37";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"13866";"2019-01-01";"A0084";"8907,1";"194";"50";"N";"619,9";"88172,9";"392389,2";"6870672,37";"0";"203";"50";"N";"500";"97080";"399649,37";"6875657,91";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section1_13866";"2019-01-01";"A0084";"8907,1";"194";"50";"N";"619,9";"88172,9";"392389,2";"6870672,37";"0";"203";"50";"N";"500";"97080";"399649,37";"6875657,91";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"p47tsxa_section1_13867";"2019-01-01";"A0084";"3576";"203";"50";"N";"500";"97080";"399649,37";"6875657,91";"0";"207";"50";"N";"50";"100656";"401919,32";"6878277,67";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section2_13867";"2019-01-01";"A0084";"3576";"203";"50";"N";"500";"97080";"399649,37";"6875657,91";"0";"207";"50";"N";"50";"100656";"401919,32";"6878277,67";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section3_13867";"2019-01-01";"A0084";"600";"207";"50";"N";"50";"100656";"401919,32";"6878277,67";"0";"208";"14";"N";"0";"101256";"402434,55";"6878575,33";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section4_13867";"2019-01-01";"A0084";"600";"207";"50";"N";"50";"100656";"401919,32";"6878277,67";"0";"208";"14";"N";"0";"101256";"402434,55";"6878575,33";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"13868";"2019-01-01";"A0084";"3364";"208";"14";"N";"0";"101256";"402434,55";"6878575,33";"0";"211";"14";"N";"0";"104620";"405507,23";"6879442,11";"0";"I";"0";"ACCROCHE";"";"";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"IRDdGPP_section1_13868";"2019-01-01";"A0084";"3364";"208";"14";"N";"0";"101256";"402434,55";"6878575,33";"0";"211";"14";"N";"0";"104620";"405507,23";"6879442,11";"0";"I";"0";"ACCROCHE";"";"";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"IRDdGPP_section2_13868";"2019-01-01";"A0084";"329,9";"211";"14";"N";"0";"104620";"405507,23";"6879442,11";"0";"211";"14";"N";"329,9";"104949,9";"405851,66";"6879442,06";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"IRDdGPP_section3_13868";"2019-01-01";"A0084";"329,9";"211";"14";"N";"0";"104620";"405507,23";"6879442,11";"0";"211";"14";"N";"329,9";"104949,9";"405851,66";"6879442,06";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"13869";"2019-01-01";"A0084";"1140,1";"211";"14";"N";"329,9";"104949,9";"405851,66";"6879442,06";"0";"212";"50";"N";"0";"106090";"406841,11";"6880057,56";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"IRDdGPP_section1_13869";"2019-01-01";"A0084";"1140,1";"211";"14";"N";"329,9";"104949,9";"405851,66";"6879442,06";"0";"212";"50";"N";"0";"106090";"406841,11";"6880057,56";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"13870";"2019-01-01";"A0084";"850";"212";"50";"N";"0";"106090";"406841,11";"6880057,56";"0";"213";"50";"N";"300";"106940";"407497,95";"6880461,86";"0";"I";"0";"ACCROCHE";"";"";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section1_13870";"2019-01-01";"A0084";"850";"212";"50";"N";"0";"106090";"406841,11";"6880057,56";"0";"213";"50";"N";"300";"106940";"407497,95";"6880461,86";"0";"I";"0";"ACCROCHE";"";"";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section2_13870";"2019-01-01";"A0084";"3862";"213";"50";"N";"300";"106940";"407497,95";"6880461,86";"0";"217";"50";"N";"142";"110802";"410732,2";"6882544,82";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E3";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section3_13870";"2019-01-01";"A0084";"4000";"213";"50";"N";"300";"106940";"407497,95";"6880461,86";"0";"217";"50";"N";"280";"110940";"410828,97";"6882640,47";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"IRDdGPP_section4_13870";"2019-01-01";"A0084";"4231";"217";"50";"N";"280";"110940";"410828,97";"6882640,47";"0";"222";"14";"N";"0";"115171";"414128,85";"6885090,69";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M7";"1";"CAHAGNES";"MRC14.2";"2";"QT, TT, VT, LC, VC";"2016-07-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"50";"DIRNO"
"13871";"2019-01-01";"A0084";"16179";"222";"14";"N";"0";"115171";"414128,85";"6885090,69";"0";"237";"14";"N";"923";"131350";"428665,26";"6889806,02";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M7";"1";"CAHAGNES";"MRC14.2";"2";"QT, TT, VT, LC, VC";"2016-07-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"IRDdGPP_section1_13871";"2019-01-01";"A0084";"18583";"237";"14";"N";"923";"131350";"428665,26";"6889806,02";"0";"255";"14";"N";"310";"149933";"443170,18";"6899546,24";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M8";"1";"VILLYBOCAGE";"MRC14.6";"2";"QT, TT, VT, LC, VC";"2014-04-01";"0";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"IRDdGPP_section2_13871";"2019-01-01";"A0084";"7556";"255";"14";"N";"310";"149933";"443170,18";"6899546,24";"0";"262";"14";"N";"822";"157489";"450170,66";"6901424,84";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"E401";"A0084_M9";"1";"BRETTEVILLE";"MRC14.3";"2";"QT, TT, VT, LC, VC";"2014-06-01";"1";"DIRNO";"1";"Autoroute non concédée interurbaine";"14";"DIRNO"
"13908";"2019-01-01";"A0086";"7550,3";"0";"92";"N";"0";"0";"641537,16";"6867119,37";"0";"7";"92";"N";"618,3";"7550,3";"647499,48";"6870797,98";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"13909";"2019-01-01";"A0086";"491,7";"7";"92";"N";"618,3";"7550,3";"647499,48";"6870797,98";"0";"8";"92";"N";"100";"8042";"647973,03";"6870935,58";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"Jdmf6k2_section1_13909";"2019-01-01";"A0086";"149";"8";"92";"N";"100";"8042";"647973,03";"6870935,58";"0";"8";"92";"N";"249";"8191";"648115,38";"6870979,41";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"13910";"2019-01-01";"A0086";"819,4";"8";"92";"N";"249";"8191";"648115,38";"6870979,41";"0";"9";"92";"N";"70,4";"9010,4";"648902,21";"6871206,39";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"13911";"2019-01-01";"A0086";"2791,6";"9";"92";"N";"70,4";"9010,4";"648902,21";"6871206,39";"0";"12";"92";"N";"69";"11802";"651158,94";"6869912,23";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"92";"DIRIF"
"T6DUf5u_section1_13912";"2019-01-01";"A0086";"2412,5";"12";"92";"N";"69";"11802";"651158,94";"6869912,23";"0";"14";"93";"N";"294,5";"14214,5";"653410,55";"6869290,78";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"13914";"2019-01-01";"A0086";"2441,5";"14";"93";"N";"294,5";"14214,5";"653410,55";"6869290,78";"0";"16";"93";"N";"834";"16656";"655780,01";"6869674,08";"0";"I";"0";"ACCROCHE";"=2*4V";"=2*4V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"T6DUf5u_section1_13916";"2019-01-01";"A0086";"314,2";"16";"93";"N";"834";"16656";"655780,01";"6869674,08";"0";"17";"93";"N";"200,2";"16970,2";"656085,96";"6869737,21";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"13918";"2019-01-01";"A0086";"809,8";"17";"93";"N";"200,2";"16970,2";"656085,96";"6869737,21";"0";"18";"93";"N";"0";"17780";"656852,11";"6869936,62";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"13919";"2019-01-01";"A0086";"4998";"18";"93";"N";"0";"17780";"656852,11";"6869936,62";"0";"23";"93";"N";"0";"22778";"660685,16";"6867409,29";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"13920";"2019-01-01";"A0086";"1496";"23";"93";"N";"0";"22778";"660685,16";"6867409,29";"0";"26";"93";"N";"0";"24274";"661146,77";"6865101,95";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"13923";"2019-01-01";"A0086";"2999";"26";"93";"N";"0";"24274";"661146,77";"6865101,95";"0";"29";"94";"N";"0";"27273";"662130,64";"6862481,95";"0";"I";"0";"ACCROCHE";"=2*3V";"=2*3V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"93";"DIRIF"
"13924";"2019-01-01";"A0086";"1748";"29";"94";"N";"0";"27273";"662130,64";"6862481,95";"0";"30";"94";"N";"615";"29021";"662692,56";"6860859,79";"0";"I";"0";"ACCROCHE";"=2*2V";"=2*2V";"";"";"";"";"";"";"";"";"";"";"2";"Autoroute et voie rapide urbaine";"94";"DIRIF"
