"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"CodeMacroSection";"MacroSectionEquipee";"NomStationRef";"CodeSiredoStationRef";"TypeStationRef";"TypeStationRef_lib";"DateStationRef";"IndiceNational";"sectionnement_gestionnaire"
"Obx54ySqFt_6137";"2019-01-01";"N0036";"15334";"31";"77";"N";"0";"0";"690001,68";"6861236,91";"0";"47";"77";"N";"13";"15334";"688766,63";"6846473,39";"0";"I";"0";"ACCROCHE";"N0036_M1";"1";"N36_MARLES";"MIS77.D";"2";"QT, TT, VT, LC, VC";"2009-10-12";"0";"DIRIF"
"Obx54ySqFt_6138";"2019-01-01";"N0036";"17615";"47";"77";"N";"13";"15334";"688766,63";"6846473,39";"0";"65";"77";"N";"270";"32949";"679500,13";"6832133,79";"0";"I";"0";"ACCROCHE";"N0036_M2";"1";"N36_BORDES";"MIS77.C";"2";"QT, TT, VT, LC, VC";"2009-10-12";"0";"DIRIF"
"Obx54ySqFt_6139";"2019-01-01";"N0041";"9074";"3";"59";"N";"0";"0";"687525,65";"7050047,71";"0";"12";"59";"N";"94";"9074";"694875,37";"7054757,93";"0";"I";"0";"ACCROCHE";"N0041_M1";"1";"FOURNES";"MLN59.O";"3";"QT, TT, VT, LC, VC, KC";"2015-01-01";"0";"DIRN"
"Obx54ySqFt_6140";"2019-01-01";"N0041";"5119";"12";"59";"N";"94";"9074";"694875,37";"7054757,93";"0";"16";"59";"N";"1213";"14193";"697995,57";"7058209,39";"0";"I";"0";"ACCROCHE";"N0041_M2";"0";"SANTES";"MaL59.Y";"3";"QT, TT, VT, LC, VC, KC";"";"0";"DIRN"
"Obx54ySqFt_6141";"2019-01-01";"N0042";"39574";"14";"62";"N";"0";"0";"641084,93";"7069653,01";"0";"54";"62";"N";"1060";"39574";"604262,48";"7070962,76";"0";"I";"0";"ACCROCHE";"N0042_M1";"1";"ALINCTHUN";"MLp62.C";"3";"QT, TT, VT, LC, VC, KC";"2015-03-01";"0";"DIRN"
"Obx54ySqFt_6142";"2019-01-01";"N0043";"1259";"29";"08";"N";"0";"0";"844682,92";"6955050,18";"0";"30";"08";"N";"639";"1259";"843649,09";"6955763";"0";"I";"0";"ACCROCHE";"N0043_M1";"0";"";"";"";"";"";"0";"DIRN"
"Obx54ySqFt_6143";"2019-01-01";"N0043";"17832";"46";"08";"N";"0";"5534";"823353,97";"6964837,46";"0";"62";"08";"N";"856";"23366";"808542,1";"6972941,19";"0";"I";"0";"ACCROCHE";"N0043_M3";"1";"TOURNES";"MZA08.G";"2";"QT, TT, VT, LC, VC";"2013-03-01";"0";"DIRN"
"Obx54ySqFt_6144";"2019-01-01";"N0044";"1624";"49";"51";"N";"50";"50";"796866,07";"6883548,94";"0";"52";"51";"N";"0";"1674";"796576,38";"6882164,84";"0";"I";"0";"ACCROCHE";"N0044_M1";"1";"LA VEUVE";"MZM51.F";"2";"QT, TT, VT, LC, VC";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_6145";"2019-01-01";"N0044";"7912";"52";"51";"N";"0";"1674";"796576,38";"6882164,84";"0";"59";"51";"N";"950";"9586";"800702,4";"6875980,05";"0";"I";"0";"ACCROCHE";"N0044_M2";"1";"ST MARTIN SUR LE PRE";"MZM51.G";"2";"QT, TT, VT, LC, VC";"2012-06-19";"0";"DIRE"
"Obx54ySqFt_6146";"2019-01-01";"N0044";"4013";"59";"51";"N";"950";"9586";"800702,4";"6875980,05";"0";"63";"51";"N";"850";"13599";"802018,75";"6872410,39";"0";"I";"0";"ACCROCHE";"N0044_M3";"1";"ST MEMMIE";"MZM51.H";"2";"QT, TT, VT, LC, VC";"2012-06-19";"0";"DIRE"
"Obx54ySqFt_6147";"2019-01-01";"N0044";"30026";"63";"51";"N";"850";"13599";"802018,75";"6872410,39";"0";"93";"51";"N";"600";"43625";"816741,76";"6848834,43";"0";"I";"0";"ACCROCHE";"N0044_M4";"1";"N44 – CHEPY";"MZM51.J";"2";"QT, TT, VT, LC, VC";"1990-04-10";"1";"DIRE"
"Obx54ySqFt_6148";"2019-01-01";"N0047";"6833";"0";"62";"N";"0";"0";"688324,36";"7039039,3";"0";"7";"62";"N";"200";"6833";"688697,53";"7045728,92";"0";"I";"0";"ACCROCHE";"N0047_M1";"1";"VENDIN";"MLp62.I";"2";"QT, TT, VT, LC, VC";"2010-01-15";"0";"DIRN"
"Obx54ySqFt_6149";"2019-01-01";"N0047";"4557";"7";"62";"N";"200";"6833";"688697,53";"7045728,92";"0";"2";"59";"N";"486";"11390";"687556,23";"7050070,84";"0";"I";"0";"ACCROCHE";"N0047_M2";"1";"LABASSEE";"MLN59.Z";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRN"
"Obx54ySqFt_6150";"2019-01-01";"N0051";"2170";"4";"08";"N";"0";"0";"810436,68";"6982884,4";"0";"6";"08";"N";"0";"2170";"809747,62";"6980898,23";"0";"I";"0";"ACCROCHE";"N0051_M1";"1";"ROCROI";"MZA08.K";"2";"QT, TT, VT, LC, VC";"2010-04-01";"0";"DIRN"
"Obx54ySqFt_6151";"2019-01-01";"N0052";"12632";"6";"57";"N";"0";"0";"928097,9";"6905254,89";"0";"18";"57";"N";"600";"12632";"927242,12";"6916277,51";"0";"I";"0";"ACCROCHE";"N0052_M1";"1";"N52 – FAMECK";"MZO57.C";"2";"QT, TT, VT, LC, VC";"2013-10-02";"0";"DIRE"
"Obx54ySqFt_6152";"2019-01-01";"N0052";"14557";"0";"54";"N";"0";"12632";"911771,96";"6927917,52";"0";"14";"54";"N";"550";"27189";"901852,48";"6937446,82";"0";"I";"0";"ACCROCHE";"N0052_M5";"1";"N52 - MEXY";"MZ254.A";"2";"QT, TT, VT, LC, VC";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_6153";"2019-01-01";"N0052";"4914";"14";"54";"N";"550";"27189";"901852,48";"6937446,82";"0";"19";"54";"N";"480";"32103";"899499,62";"6939983,99";"0";"I";"0";"ACCROCHE";"N0052_M6";"1";"N52 – VIADUC DE LONGWY";"MZE54.S";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRE"
"Obx54ySqFt_6154";"2019-01-01";"N0052";"5566";"19";"54";"N";"480";"32103";"899499,62";"6939983,99";"0";"24";"54";"N";"960";"37669";"903101,61";"6942491,49";"0";"I";"0";"ACCROCHE";"N0052_M7";"1";"MONT_ST_MARTIN";"MZE54.I";"2";"QT, TT, VT, LC, VC";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_6155";"2019-01-01";"N0057";"3000";"49";"54";"N";"0";"0";"934109,77";"6835327,29";"0";"52";"54";"N";"0";"3000";"935366,22";"6832789,29";"0";"I";"0";"ACCROCHE";"N0057_M1";"1";"N57 – FLAVIGNY";"MZE54.O";"2";"QT, TT, VT, LC, VC";"2013-09-10";"0";"DIRE"
"Obx54ySqFt_6156";"2019-01-01";"N0057";"39397";"52";"54";"N";"0";"3000";"935366,22";"6832789,29";"0";"20";"88";"N";"320";"42397";"951171,12";"6801781,78";"0";"I";"0";"ACCROCHE";"N0057_M2";"1";"N57 - CHARMES";"MZV88.A";"3";"QT, TT, VT, LC, VC, KC";"2016-01-01";"0";"DIRE"
"Obx54ySqFt_6157";"2019-01-01";"N0057";"11689";"20";"88";"N";"320";"42397";"951171,12";"6801781,78";"0";"31";"88";"N";"964";"54086";"958468,45";"6793257,74";"0";"I";"0";"ACCROCHE";"N0057_M3";"1";"N57 - CHAVELOT";"MZV88.B";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE"
"Obx54ySqFt_6158";"2019-01-01";"N0057";"23278";"31";"88";"N";"964";"54086";"958468,45";"6793257,74";"0";"55";"88";"N";"180";"77364";"966705,29";"6776341,17";"0";"I";"0";"ACCROCHE";"N0057_M4";"1";"N57 - DEV_EPINAL";"MZV88.L";"2";"QT, TT, VT, LC, VC";"2016-11-01";"0";"DIRE"
"Obx54ySqFt_6159";"2019-01-01";"N0057";"28135";"55";"88";"N";"180";"77364";"966705,29";"6776341,17";"0";"12";"70";"N";"0";"105499";"953638,35";"6754907,85";"0";"I";"0";"ACCROCHE";"N0057_M5";"1";"OLICHAMP";"MZV88.D";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRE"
"Obx54ySqFt_6160";"2019-01-01";"N0057";"6635";"12";"70";"N";"0";"105499";"953638,35";"6754907,85";"0";"18";"70";"N";"300";"112134";"954555,75";"6749081,95";"0";"I";"0";"ACCROCHE";"N0057_M6";"1";"ST-SAUVEUR";"MXH70.F";"2";"QT, TT, VT, LC, VC";"2016-12-29";"0";"DIRE"
"Obx54ySqFt_6161";"2019-01-01";"N0057";"14518";"18";"70";"N";"300";"112134";"954555,75";"6749081,95";"0";"32";"70";"N";"600";"126652";"945804,13";"6738346,2";"0";"I";"0";"ACCROCHE";"N0057_M7";"1";"PONT_JOLY";"MXH70.D";"2";"QT, TT, VT, LC, VC";"2015-04-01";"1";"DIRE"
"Obx54ySqFt_6162";"2019-01-01";"N0057";"11676";"32";"70";"N";"600";"126652";"945804,13";"6738346,2";"0";"44";"70";"N";"529";"138328";"938396,5";"6730200,42";"0";"I";"0";"ACCROCHE";"N0057_M8";"0";"";"";"";"";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_6163";"2019-01-01";"N0057";"29924";"51";"70";"N";"700";"145489";"935855,76";"6724016,18";"0";"0";"25";"N";"0";"175413";"927027,48";"6697227,15";"0";"I";"0";"ACCROCHE";"N0057_M10";"1";"LA_MALACHERE";"MXH70.A";"3";"QT, TT, VT, LC, VC, KC";"2019-06-01";"1";"DIRE"
"Obx54ySqFt_6164";"2019-01-01";"N0057";"3866";"0";"25";"N";"0";"175413";"927027,48";"6697227,15";"0";"3";"25";"N";"800";"179279";"925855,64";"6693569,7";"0";"I";"0";"ACCROCHE";"N0057_M11";"1";"CHATILLON_DUC";"MXD25.C";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRE"
"Obx54ySqFt_6165";"2019-01-01";"N0057";"3337";"3";"25";"N";"800";"179279";"925855,64";"6693569,7";"0";"7";"25";"N";"255";"182616";"926210,05";"6690591,42";"0";"I";"0";"ACCROCHE";"N0057_M12";"0";"";"";"";"";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_6166";"2019-01-01";"N0057";"1940";"7";"25";"N";"255";"182616";"926210,05";"6690591,42";"0";"9";"25";"N";"280";"184556";"927215,97";"6689000,56";"0";"I";"0";"ACCROCHE";"N0057_M13";"1";"VALENTIN";"MXD25.J";"3";"QT, TT, VT, LC, VC, KC";"2016-01-01";"0";"DIRE"
"Obx54ySqFt_6167";"2019-01-01";"N0057";"2944";"12";"25";"N";"1245";"189571";"925387,99";"6684955,55";"0";"15";"25";"N";"250";"192515";"927043,75";"6683486,12";"0";"I";"0";"ACCROCHE";"N0057_M15";"1";"MICROPOLIS";"MXD25.Q";"2";"QT, TT, VT, LC, VC";"2011-04-01";"0";"DIRE"
"Obx54ySqFt_6168";"2019-01-01";"N0057";"7299";"15";"25";"N";"250";"192515";"927043,75";"6683486,12";"0";"21";"25";"N";"0";"199814";"932990,16";"6684599,86";"0";"I";"0";"ACCROCHE";"N0057_M16";"1";"MERCUREAUX";"MXD25.N";"2";"QT, TT, VT, LC, VC";"2011-04-11";"0";"DIRE"
"Obx54ySqFt_6169";"2019-01-01";"N0057";"16298";"21";"25";"N";"0";"199814";"932990,16";"6684599,86";"0";"37";"25";"N";"107";"216112";"946390,35";"6678129,78";"0";"I";"0";"ACCROCHE";"N0057_M17";"1";"SAONE";"MXD25.L";"2";"QT, TT, VT, LC, VC";"1998-10-22";"0";"DIRE"
"Obx54ySqFt_6170";"2019-01-01";"N0057";"19956";"37";"25";"N";"107";"216112";"946390,35";"6678129,78";"0";"56";"25";"N";"691";"236068";"952548,69";"6662610,03";"0";"I";"0";"ACCROCHE";"N0057_M18";"1";"ETALANS";"";"";"";"2019-06-01";"0";"DIRE"
"Obx54ySqFt_6171";"2019-01-01";"N0057";"10805";"56";"25";"N";"691";"236068";"952548,69";"6662610,03";"0";"67";"25";"N";"383";"246873";"953855,09";"6652553,45";"0";"I";"0";"ACCROCHE";"N0057_M19";"1";"LA_VRINE";"MXD25.A";"3";"QT, TT, VT, LC, VC, KC";"2017-01-01";"1";"DIRE"
"Obx54ySqFt_6172";"2019-01-01";"N0057";"1687";"67";"25";"N";"383";"246873";"953855,09";"6652553,45";"0";"68";"25";"N";"716";"248560";"953525,84";"6650928,82";"0";"I";"0";"ACCROCHE";"N0057_M20";"0";"PONTARLIER 1";"";"";"";"2021-06-01";"0";"DIRE"
"Obx54ySqFt_6173";"2019-01-01";"N0057";"5326";"68";"25";"N";"716";"248560";"953525,84";"6650928,82";"0";"72";"25";"N";"700";"253886";"956157,53";"6648116,92";"0";"I";"0";"ACCROCHE";"N0057_M21";"0";"PONTARLIER 2";"";"";"";"2019-06-01";"0";"DIRE"
"Obx54ySqFt_6174";"2019-01-01";"N0057";"1860";"72";"25";"N";"700";"253886";"956157,53";"6648116,92";"0";"74";"25";"N";"548";"255746";"957175,72";"6646857,91";"0";"I";"0";"ACCROCHE";"N0057_M22";"0";"PONTARLIER 3";"";"";"";"2021-06-01";"0";"DIRE"
"Obx54ySqFt_6175";"2019-01-01";"N0057";"10055";"74";"25";"N";"548";"255746";"957175,72";"6646857,91";"0";"84";"25";"N";"600";"265801";"956160,62";"6637497,92";"0";"I";"0";"ACCROCHE";"N0057_M23";"1";"LA_GAUFFRE";"MXD25.B";"3";"QT, TT, VT, LC, VC, KC";"2017-01-01";"0";"DIRE"
"Obx54ySqFt_6176";"2019-01-01";"N0057";"8554";"84";"25";"N";"600";"265801";"956160,62";"6637497,92";"0";"93";"25";"N";"606";"274355";"958378,02";"6631256,05";"0";"I";"0";"ACCROCHE";"N0057_M24";"0";"JOUGNE";"";"2";"QT, TT, VT, LC, VC";"2018-11-12";"0";"DIRE"
"Obx54ySqFt_6177";"2019-01-01";"N0058";"11665";"0";"08";"N";"0";"0";"848751,13";"6964550,29";"0";"10";"08";"N";"1436";"11665";"843373,22";"6955825,63";"0";"I";"0";"ACCROCHE";"N0058_M1";"1";"LA_CHAPELLE";"MZA08.J";"2";"QT, TT, VT, LC, VC";"2012-08-01";"0";"DIRN"
"Obx54ySqFt_6178";"2019-01-01";"N0059";"19309";"3";"54";"N";"0";"0";"960683,01";"6835743,06";"0";"22";"54";"N";"600";"19309";"975546,61";"6825297,66";"0";"I";"0";"ACCROCHE";"N0059_M1";"1";"MONCEL LES LUNEVILLE";"MZE54.U";"2";"QT, TT, VT, LC, VC";"2016-05-17";"0";"DIRE"
"Obx54ySqFt_6179";"2019-01-01";"N0059";"16295";"22";"54";"N";"600";"19309";"975546,61";"6825297,66";"0";"6";"88";"N";"280";"35604";"987022,32";"6815251,91";"0";"I";"0";"ACCROCHE";"N0059_M2";"1";"N59 - BACCARAT";"MZE54.V";"2";"QT, TT, VT, LC, VC";"2019-06-01";"1";"DIRE"
"Obx54ySqFt_6180";"2019-01-01";"N0059";"10293";"6";"88";"N";"280";"35604";"987022,32";"6815251,91";"0";"16";"88";"N";"940";"45897";"991421,46";"6806389,81";"0";"I";"0";"ACCROCHE";"N0059_M3";"1";"LA_PECHERIE";"MZV88.F";"2";"QT, TT, VT, LC, VC";"2015-03-18";"1";"DIRE"
"Obx54ySqFt_6181";"2019-01-01";"N0059";"5183";"16";"88";"N";"940";"45897";"991421,46";"6806389,81";"0";"22";"88";"N";"100";"51080";"993990,65";"6803119,62";"0";"I";"0";"ACCROCHE";"N0059_M5";"1";"N59 ST DIE";"MZV88.N";"2";"QT, TT, VT, LC, VC";"2021-06-01";"0";"DIRE"
"Obx54ySqFt_6182";"2019-01-01";"N0059";"5919";"22";"88";"N";"100";"51080";"993990,65";"6803119,62";"0";"28";"88";"N";"30";"56999";"999710,22";"6804025,71";"0";"I";"0";"ACCROCHE";"N0059_M6";"1";"N59 – REMOMEIX";"MZV88.G";"2";"QT, TT, VT, LC, VC";"2019-06-01";"0";"DIRE"
"Obx54ySqFt_6183";"2019-01-01";"N0059";"6705";"8";"68";"N";"0";"57001";"1011913,54";"6803225,01";"0";"14";"68";"N";"730";"63706";"1017998,74";"6805150,94";"0";"I";"0";"ACCROCHE";"N0059_M7";"1";"LIEPVRE";"MZr68.R";"2";"QT, TT, VT, LC, VC";"1996-10-01";"1";"DIRE"
"Obx54ySqFt_6184";"2019-01-01";"N0059";"7645";"14";"68";"N";"730";"63706";"1017998,74";"6805150,94";"0";"4";"67";"N";"115";"71351";"1024943,84";"6807043,94";"0";"I";"0";"ACCROCHE";"N0059_M8";"0";"";"";"";"";"";"0";"DIRE"
"Obx54ySqFt_6185";"2019-01-01";"N0059";"2890";"4";"67";"N";"115";"71351";"1024943,84";"6807043,94";"0";"6";"67";"N";"973";"74241";"1027555,05";"6805903,81";"0";"I";"0";"ACCROCHE";"N0059_M9";"0";"";"";"";"";"";"0";"DIRE"
"Obx54ySqFt_6186";"2019-01-01";"N0061";"3215";"16";"57";"N";"0";"0";"994576,46";"6890412,12";"0";"19";"57";"N";"400";"3215";"994004,38";"6893358,49";"0";"I";"0";"ACCROCHE";"N0061_M1";"1";"HAMBACH";"MZO57.U";"2";"QT, TT, VT, LC, VC";"2015-01-22";"0";"DIRE"
"Obx54ySqFt_6187";"2019-01-01";"N0061";"4746";"19";"57";"N";"400";"3215";"994004,38";"6893358,49";"0";"24";"57";"N";"400";"7961";"994046,81";"6897239,41";"0";"I";"0";"ACCROCHE";"N0061_M2";"1";"WOUTSVILLER 2X2";"MZO57.V";"2";"QT, TT, VT, LC, VC";"2012-10-24";"0";"DIRE"
"Obx54ySqFt_6188";"2019-01-01";"N0061";"4908";"24";"57";"N";"400";"7961";"994046,81";"6897239,41";"0";"30";"57";"N";"650";"12869";"994372,24";"6901749,43";"0";"I";"0";"ACCROCHE";"N0061_M3";"1";"SARREGUEMINES";"MZ057.N";"2";"QT, TT, VT, LC, VC";"2010-05-18";"0";"DIRE"
"Obx54ySqFt_6189";"2019-01-01";"N0061";"5233";"30";"57";"N";"650";"12869";"994372,24";"6901749,43";"0";"35";"57";"N";"1503";"18102";"993509,13";"6906525,13";"0";"I";"0";"ACCROCHE";"N0061_M4";"1";"GROSBLIDERSTROFF";"MZO57.W";"2";"QT, TT, VT, LC, VC";"2012-06-11";"0";"DIRE"
"Obx54ySqFt_6190";"2019-01-01";"N0065";"4600";"0";"89";"N";"0";"0";"749026,11";"6744142,63";"0";"4";"89";"N";"605";"4600";"744864,13";"6743238,7";"0";"I";"0";"ACCROCHE";"N0065_M1";"1";"VENOY";"MXY89.M";"2";"QT, TT, VT, LC, VC";"2016-01-01";"1";"DIRCE"
"Obx54ySqFt_6191";"2019-01-01";"N0066";"2879";"0";"88";"N";"0";"0";"966849,77";"6776195,8";"0";"2";"88";"N";"877";"2879";"969013,35";"6774429,85";"0";"I";"0";"ACCROCHE";"N0066_M1";"0";"";"";"";"";"2019-06-01";"0";"DIRE"
"Obx54ySqFt_6192";"2019-01-01";"N0066";"28871";"2";"88";"N";"877";"2879";"969013,35";"6774429,85";"0";"30";"88";"N";"618";"31750";"985528,78";"6757461,3";"0";"I";"0";"ACCROCHE";"N0066_M2";"1";"LEPANGES";"MZV88.H";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_6193";"2019-01-01";"N0066";"4743";"30";"88";"N";"618";"31750";"985528,78";"6757461,3";"0";"35";"88";"N";"417";"36493";"988201,77";"6761066,39";"0";"I";"0";"ACCROCHE";"N0066_M3";"0";"";"";"";"";"";"0";"DIRE"
"Obx54ySqFt_6194";"2019-01-01";"N0066";"13236";"35";"88";"N";"417";"36493";"988201,77";"6761066,39";"0";"10";"68";"N";"258";"49729";"998738,69";"6761713,78";"0";"I";"0";"ACCROCHE";"N0066_M4";"1";"COL_BUSSANG";"MZR68.U";"2";"QT, TT, VT, LC, VC";"2018-10-01";"1";"DIRE"
"Obx54ySqFt_6195";"2019-01-01";"N0066";"3930";"10";"68";"N";"258";"49729";"998738,69";"6761713,78";"0";"14";"68";"N";"222";"53659";"1001838,77";"6759479,07";"0";"I";"0";"ACCROCHE";"N0066_M5";"0";"";"";"";"";"";"0";"DIRE"
"Obx54ySqFt_6196";"2019-01-01";"N0066";"6988";"14";"68";"N";"222";"53659";"1001838,77";"6759479,07";"0";"21";"68";"N";"217";"60647";"1005749,57";"6754038,83";"0";"I";"0";"ACCROCHE";"N0066_M6";"1";"BITCHWILLER";"MZR68.P";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_6197";"2019-01-01";"N0066";"7648";"21";"68";"N";"217";"60647";"1005749,57";"6754038,83";"0";"28";"68";"N";"811";"68295";"1012755,33";"6751427,1";"0";"I";"0";"ACCROCHE";"N0066_M7";"1";"CERNAY";"MZR68.H";"3";"QT, TT, VT, LC, VC, KC";"2017-01-01";"0";"DIRE"
"Obx54ySqFt_6198";"2019-01-01";"N0066";"9019";"28";"68";"N";"811";"68295";"1012755,33";"6751427,1";"0";"37";"68";"N";"855";"77314";"1020263,21";"6747194,67";"0";"I";"0";"ACCROCHE";"N0066_M8";"1";"WITTELSHEIM";"MZR68.J";"1";"QT, TT";"2016-01-01";"0";"DIRE"
"Obx54ySqFt_6199";"2019-01-01";"N0067";"25635";"0";"52";"N";"0";"0";"846900,94";"6837716,77";"0";"29";"52";"N";"499";"25635";"859817,98";"6818729,6";"0";"I";"0";"ACCROCHE";"N0067_M1";"1";"PREZ_SUR_MARNE";"MZH52.D";"2";"QT, TT, VT, LC, VC";"2016-08-09";"1";"DIRE"
"Obx54ySqFt_6200";"2019-01-01";"N0067";"30320";"29";"52";"N";"500";"25636";"859818,45";"6818728,72";"0";"60";"52";"N";"200";"55956";"857786,09";"6792305,56";"0";"I";"0";"ACCROCHE";"N0067_M2";"1";"VIGNORY";"MZH52.H";"2";"QT, TT, VT, LC, VC";"2013-05-06";"0";"DIRE"
"Obx54ySqFt_6201";"2019-01-01";"N0067";"9495";"60";"52";"N";"200";"55956";"857786,09";"6792305,56";"0";"69";"52";"N";"680";"65451";"856754,9";"6783117,78";"0";"I";"0";"ACCROCHE";"N0067_M3";"1";"BOLOGNE";"MZH52.E";"2";"QT, TT, VT, LC, VC";"2018-10-01";"0";"DIRE"
"Obx54ySqFt_6202";"2019-01-01";"N0067";"11148";"69";"52";"N";"680";"65451";"856754,9";"6783117,78";"0";"81";"52";"N";"190";"76599";"853306,2";"6773551,81";"0";"I";"0";"ACCROCHE";"N0067_M4";"1";"SEMOUTIER";"MZH52.I";"2";"QT, TT, VT, LC, VC";"2013-10-18";"0";"DIRE"
"Obx54ySqFt_6203";"2019-01-01";"N0070";"15176";"4";"71";"N";"0";"0";"787313,28";"6597885,09";"0";"19";"71";"N";"750";"15176";"794164,53";"6610937,79";"0";"I";"0";"ACCROCHE";"N0070_M1";"0";"";"";"";"";"2019-07-01";"0";"DIRCE"
"Obx54ySqFt_6204";"2019-01-01";"N0070";"28463";"19";"71";"N";"750";"15176";"794164,53";"6610937,79";"0";"47";"71";"N";"1018";"43639";"813902,18";"6628672,01";"0";"I";"0";"ACCROCHE";"N0070_M2";"1";"ROZELAY";"MXS71.F";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRCE"
"Obx54ySqFt_6205";"2019-01-01";"N0077";"23447";"5";"89";"N";"63";"5014";"744750,68";"6748844,79";"0";"28";"89";"N";"840";"28461";"754822,21";"6766384,59";"0";"I";"0";"ACCROCHE";"N0077_M1";"1";"PONTIGNY";"MXY89.H";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRCE"
"Obx54ySqFt_6206";"2019-01-01";"N0077";"43285";"28";"89";"N";"840";"28461";"754822,21";"6766384,59";"0";"32";"10";"N";"865";"71746";"777911,26";"6797104,03";"0";"I";"0";"ACCROCHE";"N0077_M3";"1";"CRESANTIGNES";"MXA10.R";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRCE"
"Obx54ySqFt_6207";"2019-01-01";"N0079";"7313";"3";"03";"C";"463";"3245";"699585,25";"6583211,71";"0";"10";"03";"N";"765";"10558";"703484,43";"6588829,25";"0";"I";"0";"ACCROCHE";"N0079_M1";"0";"";"";"";"";"";"0";"DIRCE"
"Obx54ySqFt_6208";"2019-01-01";"N0079";"23312";"10";"03";"N";"765";"10558";"703484,43";"6588829,25";"0";"33";"03";"N";"0";"33870";"724241,11";"6597367,59";"0";"I";"0";"ACCROCHE";"N0079_M2";"1";"CRESSANGES";"MYB03.M";"2";"QT, TT, VT, LC, VC";"2016-01-01";"1";"DIRCE"
"Obx54ySqFt_6209";"2019-01-01";"N0079";"4293";"33";"03";"N";"0";"33870";"724241,11";"6597367,59";"0";"35";"03";"N";"1664";"38163";"727886,43";"6599573,38";"0";"I";"0";"ACCROCHE";"N0079_M3";"0";"";"";"";"";"";"0";"DIRCE"
"Obx54ySqFt_6210";"2019-01-01";"N0079";"28669";"35";"03";"N";"1664";"38163";"727886,43";"6599573,38";"0";"64";"03";"N";"675";"66832";"755142,62";"6603536,8";"0";"I";"0";"ACCROCHE";"N0079_M4";"1";"LES_POCHONS";"MYB03.D";"2";"QT, TT, VT, LC, VC";"1999-07-14";"1";"DIRCE"
"Obx54ySqFt_6211";"2019-01-01";"N0079";"24665";"64";"03";"N";"675";"66832";"755142,62";"6603536,8";"0";"1";"71";"N";"0";"91497";"777181,27";"6597045,96";"0";"I";"0";"ACCROCHE";"N0079_M5";"1";"MOLINET";"MYB03.W";"2";"QT, TT, VT, LC, VC";"2003-06-01";"0";"DIRCE"
"Obx54ySqFt_6212";"2019-01-01";"N0079";"10523";"1";"71";"N";"0";"91497";"777181,27";"6597045,96";"0";"13";"71";"N";"590";"102020";"787312,45";"6597884,54";"0";"I";"0";"ACCROCHE";"N0079_M6";"1";"CHIZEUIL";"MXS71.U";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRCE"
"Obx54ySqFt_6213";"2019-01-01";"N0079";"3141";"13";"71";"N";"590";"102020";"787312,45";"6597884,54";"0";"18";"71";"N";"250";"105161";"789600,26";"6595359,15";"0";"I";"0";"ACCROCHE";"N0079_M7";"1";"VOLESVRES";"MXS71.T";"2";"QT, TT, VT, LC, VC";"2001-10-02";"0";"DIRCE"
"Obx54ySqFt_6214";"2019-01-01";"N0079";"10500";"18";"71";"N";"250";"105161";"789600,26";"6595359,15";"0";"28";"71";"N";"100";"115661";"799832,06";"6594374,48";"0";"I";"0";"ACCROCHE";"N0079_M8";"0";"";"";"";"";"2020-06-01";"0";"DIRCE"
"Obx54ySqFt_6215";"2019-01-01";"N0079";"31620";"28";"71";"N";"100";"115661";"799832,06";"6594374,48";"0";"59";"71";"N";"750";"147281";"825421,59";"6589410,14";"0";"I";"0";"ACCROCHE";"N0079_M9";"1";"SAINTE_CECILE";"MXS71.P";"2";"QT, TT, VT, LC, VC";"1997-04-08";"0";"DIRCE"
"Obx54ySqFt_6216";"2019-01-01";"N0079";"11082";"59";"71";"N";"750";"147281";"825421,59";"6589410,14";"0";"71";"71";"N";"370";"158363";"833209,64";"6582793,11";"0";"I";"0";"ACCROCHE";"N0079_M10";"1";"LE_BOIS_CLAIR";"MXS71.B";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE"
