"objetID";"dateReferentiel";"route";"longueur";"prD";"depPrD";"concessionPrD";"absD";"cumulD";"xD";"yD";"zD";"prF";"depPrF";"concessionPrF";"absF";"cumulF";"xF";"yF";"zF";"cote";"voie";"accrochage";"CodeMacroSection";"MacroSectionEquipee";"NomStationRef";"CodeSiredoStationRef";"TypeStationRef";"TypeStationRef_lib";"DateStationRef";"IndiceNational";"sectionnement_gestionnaire"
"Obx54ySqFt_5874";"2019-01-01";"A0035";"3202";"63";"68";"N";"405";"108970";"1026061,88";"6786428,68";"0";"66";"68";"N";"600";"112172";"1026397,29";"6783256,58";"0";"I";"0";"ACCROCHE";"A0035_M19";"1";"HORBOURG";"MZr68.4";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRE"
"Obx54ySqFt_5875";"2019-01-01";"A0035";"2560";"66";"68";"N";"600";"112172";"1026397,29";"6783256,58";"0";"69";"68";"N";"158";"114732";"1025509,28";"6780865,9";"0";"I";"0";"ACCROCHE";"A0035_M20";"1";"DASCHBUL";"MZr68.2";"2";"QT, TT, VT, LC, VC";"2015-06-01";"0";"DIRE"
"Obx54ySqFt_5876";"2019-01-01";"A0035";"6092";"69";"68";"N";"158";"114732";"1025509,28";"6780865,9";"0";"75";"68";"N";"279";"120824";"1026428,4";"6774863,46";"0";"I";"0";"ACCROCHE";"A0035_M21";"1";"FRONHOLZ";"MZr68.8";"2";"QT, TT, VT, LC, VC";"2017-01-01";"1";"DIRE"
"Obx54ySqFt_5877";"2019-01-01";"A0035";"7760";"75";"68";"N";"279";"120824";"1026428,4";"6774863,46";"0";"83";"68";"N";"153";"128584";"1025458,05";"6767196,45";"0";"I";"0";"ACCROCHE";"A0035_M22";"1";"OBERHERGHEIM";"MZR68.D";"2";"QT, TT, VT, LC, VC";"2014-10-01";"0";"DIRE"
"Obx54ySqFt_5878";"2019-01-01";"A0035";"5691";"83";"68";"N";"153";"128584";"1025458,05";"6767196,45";"0";"88";"68";"N";"928";"134275";"1027651,83";"6761965,79";"0";"I";"0";"ACCROCHE";"A0035_M23";"1";"MEYENHEIM";"MZR68.C";"2";"QT, TT, VT, LC, VC";"2014-10-01";"0";"DIRE"
"Obx54ySqFt_5879";"2019-01-01";"A0035";"10885";"88";"68";"N";"928";"134275";"1027651,83";"6761965,79";"0";"100";"68";"N";"39";"145160";"1029739,8";"6751461,65";"0";"I";"0";"ACCROCHE";"A0035_M24";"1";"BALDERSHEIM";"MZR68.3";"3";"QT, TT, VT, LC, VC, KC";"2017-01-01";"0";"DIRE"
"Obx54ySqFt_5880";"2019-01-01";"A0035";"4570";"100";"68";"N";"39";"145160";"1029739,8";"6751461,65";"0";"104";"68";"N";"629";"149730";"1031192,07";"6747254,64";"0";"I";"0";"ACCROCHE";"A0035_M25";"0";"";"";"";"";"";"0";"DIRE"
"Obx54ySqFt_5881";"2019-01-01";"A0035";"19758";"104";"68";"N";"629";"149730";"1031192,07";"6747254,64";"0";"124";"68";"N";"398";"169488";"1041535,49";"6730781,25";"0";"I";"0";"ACCROCHE";"A0035_M26";"1";"BLOTZHEIM";"MZR68.8";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRE"
"Obx54ySqFt_5882";"2019-01-01";"A0036";"1420";"110";"68";"N";"750";"10750";"1029717,04";"6751530,94";"0";"112";"68";"N";"170";"12170";"1030935,1";"6752259,42";"0";"I";"0";"ACCROCHE";"A0036_M4";"1";"PEUGEOT";"MZR68.7";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRE"
"Obx54ySqFt_5883";"2019-01-01";"A0036";"8338";"112";"68";"N";"170";"12170";"1030935,1";"6752259,42";"0";"120";"68";"N";"542";"20508";"1039060,29";"6751404,88";"0";"I";"0";"ACCROCHE";"A0036_M5";"1";"OTTMARSHEIM";"MZR68.5";"3";"QT, TT, VT, LC, VC, KC";"2015-01-01";"1";"DIRE"
"Obx54ySqFt_5884";"2019-01-01";"A0038";"20938";"0";"21";"N";"0";"0";"818417,3";"6684757,59";"0";"21";"21";"N";"0";"20938";"836184,55";"6690196,46";"0";"I";"0";"ACCROCHE";"A0038_M1";"1";"CIVRY";"MXC21.4";"2";"QT, TT, VT, LC, VC";"1994-03-24";"0";"DIRCE"
"Obx54ySqFt_5885";"2019-01-01";"A0038";"15141";"21";"21";"N";"0";"20938";"836184,55";"6690196,46";"0";"36";"21";"N";"140";"36079";"849652,4";"6694518,56";"0";"I";"0";"ACCROCHE";"A0038_M2";"1";"PONT_DE_PANY M/F";"MXC21.5 / MXC21.6";"2";"QT, TT, VT, LC, VC";"1994-09-01";"0";"DIRCE"
"Obx54ySqFt_5886";"2019-01-01";"A0047";"13575";"0";"69";"N";"0";"0";"839854,5";"6500375,24";"0";"14";"42";"N";"0";"13575";"828317,71";"6494818,16";"0";"I";"0";"ACCROCHE";"A0047_M1";"1";"GIVORS";"MYR69.3";"2";"QT, TT, VT, LC, VC";"1992-03-10";"1";"DIRCE"
"Obx54ySqFt_5887";"2019-01-01";"A0047";"8831";"14";"42";"N";"0";"13575";"828317,71";"6494818,16";"0";"22";"42";"N";"900";"22406";"821615,98";"6489774,63";"0";"I";"0";"ACCROCHE";"A0047_M2";"1";"GRAND_CROIX";"MYL42.1";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRCE"
"Obx54ySqFt_5888";"2019-01-01";"A0047";"6894";"22";"42";"N";"900";"22406";"821615,98";"6489774,63";"0";"29";"42";"N";"798";"29300";"817041,17";"6486374,98";"0";"I";"0";"ACCROCHE";"A0047_M3";"1";"PARADIS";"MYL42.3";"2";"QT, TT, VT, LC, VC";"2013-01-01";"0";"DIRCE"
"Obx54ySqFt_5889";"2019-01-01";"A0050";"2394";"10";"13";"N";"495";"9894";"904454,86";"6246115,14";"0";"12";"13";"N";"880";"12288";"906795,94";"6246537,18";"0";"I";"0";"ACCROCHE";"A0050_M4";"1";"M4b";"MM413.b";"2";"QT, TT, VT, LC, VC";"2000-01-01";"0";"DIRMED"
"Obx54ySqFt_5890";"2019-01-01";"A0050";"2416";"12";"13";"N";"880";"12288";"906795,94";"6246537,18";"0";"15";"13";"N";"303";"14704";"909010,71";"6246129,06";"0";"I";"0";"ACCROCHE";"A0050_M5";"1";"A50_LIMITE_RESEAU";"MM413.E";"2";"QT, TT, VT, LC, VC";"2000-01-01";"0";"DIRMED"
"Obx54ySqFt_5891";"2019-01-01";"A0051";"968";"0";"13";"N";"0";"0";"890563,42";"6257972,76";"0";"1";"13";"N";"80";"968";"890992,89";"6258837,21";"0";"I";"0";"ACCROCHE";"A0051_M1";"1";"SEPTEMES_A51";"MM113.B";"2";"QT, TT, VT, LC, VC";"1999-01-01";"0";"DIRMED"
"Obx54ySqFt_5892";"2019-01-01";"A0051";"3971";"1";"13";"N";"80";"968";"890992,89";"6258837,21";"0";"5";"13";"N";"35";"4939";"893343,92";"6261697,01";"0";"I";"0";"ACCROCHE";"A0051_M2";"1";"BRETELLE_A7-PDC";"MM113.D";"2";"QT, TT, VT, LC, VC";"1999-01-01";"0";"DIRMED"
"Obx54ySqFt_5893";"2019-01-01";"A0051";"8276";"5";"13";"N";"35";"4939";"893343,92";"6261697,01";"0";"13";"13";"N";"325";"13215";"894706,42";"6269413,03";"0";"I";"0";"ACCROCHE";"A0051_M3";"1";"CABRIE_A1D066M";"MM113.l";"2";"QT, TT, VT, LC, VC";"2012-01-01";"1";"DIRMED"
"Obx54ySqFt_5894";"2019-01-01";"A0051";"1393";"13";"13";"N";"325";"13215";"894706,42";"6269413,03";"0";"14";"13";"N";"720";"14608";"895200,63";"6270669,19";"0";"I";"0";"ACCROCHE";"A0051_M4";"0";"";"";"";"";"2018-11-01";"0";"DIRMED"
"Obx54ySqFt_5895";"2019-01-01";"A0051";"1044";"14";"13";"N";"720";"14608";"895200,63";"6270669,19";"0";"15";"13";"N";"770";"15652";"896108,45";"6271160,89";"0";"I";"0";"ACCROCHE";"A0051_M5";"0";"";"";"";"";"2018-12-01";"0";"DIRMED"
"Obx54ySqFt_5896";"2019-01-01";"A0055";"2494";"4";"13";"N";"660";"3227";"890714,32";"6251456,76";"0";"7";"13";"N";"150";"5721";"890268,87";"6253669,19";"0";"I";"0";"ACCROCHE";"A0055_M4";"1";"CAP_JANET";"MM513,L";"2";"QT, TT, VT, LC, VC";"1996-01-01";"0";"DIRMED"
"Obx54ySqFt_5897";"2019-01-01";"A0055";"5717";"7";"13";"N";"150";"5721";"890268,87";"6253669,19";"0";"12";"13";"N";"880";"11438";"886454,15";"6257527,99";"0";"I";"0";"ACCROCHE";"A0055_M5";"1";"13_VENTS";"MM513.S";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED"
"Obx54ySqFt_5898";"2019-01-01";"A0055";"1122";"12";"13";"N";"880";"11438";"886454,15";"6257527,99";"0";"14";"13";"N";"0";"12560";"885836,81";"6258308,88";"0";"I";"0";"ACCROCHE";"A0055_M6";"1";"JONCTION_A7_SUD_NORD";"MM513.Y";"2";"QT, TT, VT, LC, VC";"2017-01-01";"0";"DIRMED"
"Obx54ySqFt_5899";"2019-01-01";"A0055";"6062";"14";"13";"N";"0";"12560";"885836,81";"6258308,88";"0";"20";"13";"N";"495";"18622";"880393,59";"6256125,58";"0";"I";"0";"ACCROCHE";"A0055_M7";"0";"REBUTY_PMV_M";"MM613.C";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"";"1";"DIRMED"
"Obx54ySqFt_5900";"2019-01-01";"A0055";"8902";"20";"13";"N";"495";"18622";"880393,59";"6256125,58";"0";"29";"13";"N";"400";"27524";"872373,2";"6257379,58";"0";"I";"0";"ACCROCHE";"A0055_M8";"0";"";"";"";"";"2020-06-01";"0";"DIRMED"
"Obx54ySqFt_5901";"2019-01-01";"A0055";"3805";"29";"13";"N";"400";"27524";"872373,2";"6257379,58";"0";"33";"13";"N";"190";"31329";"868986,23";"6257735,82";"0";"I";"0";"ACCROCHE";"A0055_M9";"0";"";"";"";"";"2020-06-01";"0";"DIRMED"
"Obx54ySqFt_5902";"2019-01-01";"A0055";"3208";"33";"13";"N";"190";"31329";"868986,23";"6257735,82";"0";"36";"13";"N";"400";"34537";"865986,84";"6257428,15";"0";"I";"0";"ACCROCHE";"A0055_M10";"0";"";"";"";"";"2019-06-01";"0";"DIRMED"
"Obx54ySqFt_5903";"2019-01-01";"A0055";"2663";"36";"13";"N";"400";"34537";"865986,84";"6257428,15";"0";"38";"13";"N";"1058";"37200";"864099,32";"6259091,62";"0";"I";"0";"ACCROCHE";"A0055_M11";"1";"MARTIGUES";"MMP13.C";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2016-01-01";"0";"DIRMED"
"Obx54ySqFt_5904";"2019-01-01";"A0062";"6924";"0";"33";"N";"0";"0";"418866,51";"6415152,2";"0";"5";"33";"N";"761";"6924";"420882,35";"6409104,88";"0";"I";"0";"ACCROCHE";"A0062_M1";"1";"S73 (EX CADAUJAC A62)";"MB133.Y";"2";"QT, TT, VT, LC, VC";"2010-01-01";"1";"DIRA"
"Obx54ySqFt_5905";"2019-01-01";"A0062";"4213";"5";"33";"N";"761";"6924";"420882,35";"6409104,88";"0";"10";"33";"C";"0";"11137";"423081,67";"6405545,8";"0";"I";"0";"ACCROCHE";"A0062_M2";"1";"S74 (ECH1-1)";"MB133.O";"2";"QT, TT, VT, LC, VC";"2009-01-01";"0";"DIRA"
"Obx54ySqFt_5906";"2019-01-01";"A0063";"12048";"0";"33";"N";"0";"0";"412830,86";"6416488,91";"0";"11";"33";"N";"840";"12048";"403896,9";"6409225,68";"0";"I";"0";"ACCROCHE";"A0063_M1";"1";"S64 AIRE CESTAS";"MB133.p";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRA"
"Obx54ySqFt_5907";"2019-01-01";"A0063";"13938";"11";"33";"N";"840";"12048";"403896,9";"6409225,68";"0";"25";"33";"N";"760";"25986";"394778,66";"6399148,96";"0";"I";"0";"ACCROCHE";"A0063_M2";"1";"S66 ECH 23 (EX MARCHEPRIME63M)";"MB333.y";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRA"
"Obx54ySqFt_5908";"2019-01-01";"A0063";"9005";"25";"33";"N";"760";"25986";"394778,66";"6399148,96";"0";"34";"33";"N";"750";"34991";"395587,02";"6390364,41";"0";"I";"0";"ACCROCHE";"A0063_M3";"1";"SE22 BEAUCHAMP";"MB133.q";"2";"QT, TT, VT, LC, VC";"2008-01-01";"0";"DIRA"
"Obx54ySqFt_5909";"2019-01-01";"A0064";"39762";"234";"31";"C";"270";"234270";"539760,32";"6236540,29";"0";"274";"31";"N";"89";"274032";"564068,55";"6265520,9";"0";"I";"0";"ACCROCHE";"A0064_M1";"1";"MURET_N_DAME";"MBH31.N / MBH31.n";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRSO"
"Obx54ySqFt_5910";"2019-01-01";"A0068";"44872";"17";"31";"C";"105";"17105";"586585,73";"6294526,06";"0";"61";"81";"N";"997";"61977";"623975,62";"6313170,13";"0";"I";"0";"ACCROCHE";"A0068_M1";"1";"RIEU D'EN COSTE";"MBT81.2 / MBT81.3";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRSO"
"Obx54ySqFt_5911";"2019-01-01";"A0072";"8128";"9";"42";"N";"210";"48102";"805327,15";"6487586,4";"0";"17";"42";"N";"378";"56230";"800187,93";"6493428,38";"0";"I";"0";"ACCROCHE";"A0072_M2";"1";"LA_FOUILLOUSE";"MYL42.5";"2";"QT, TT, VT, LC, VC";"2013-01-01";"1";"DIRCE"
"Obx54ySqFt_5912";"2019-01-01";"A0075";"18200";"10";"63";"C";"360";"10464";"711193,22";"6509471,19";"0";"28";"63";"N";"300";"28664";"719456,44";"6496462,71";"0";"I";"0";"ACCROCHE";"A0075_M6";"1";"AUTHEZAT";"MYP63.1";"2";"QT, TT, VT, LC, VC";"2014-01-01";"1";"DIRMC"
"Obx54ySqFt_5913";"2019-01-01";"A0075";"21726";"28";"63";"N";"300";"28664";"719456,44";"6496462,71";"0";"49";"43";"N";"70";"50390";"721387,12";"6477082,8";"0";"I";"0";"ACCROCHE";"A0075_M7";"1";"NORD_DE_LEMPDES";"MYP63.3";"2";"QT, TT, VT, LC, VC";"2014-01-01";"0";"DIRMC"
"Obx54ySqFt_5914";"2019-01-01";"A0075";"17027";"49";"43";"N";"70";"50390";"721387,12";"6477082,8";"0";"66";"15";"N";"100";"67417";"715736,22";"6462658,15";"0";"I";"0";"ACCROCHE";"A0075_M8";"1";"LEMPDES.SUD";"MYC15.0";"2";"QT, TT, VT, LC, VC";"2016-01-01";"0";"DIRMC"
"Obx54ySqFt_5915";"2019-01-01";"A0075";"26322";"66";"15";"N";"100";"67417";"715736,22";"6462658,15";"0";"92";"15";"N";"550";"93739";"708757,1";"6439167,23";"0";"I";"0";"ACCROCHE";"A0075_M9";"1";"SALBAS";"MYC15.3";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRMC"
"Obx54ySqFt_5916";"2019-01-01";"A0075";"69165";"92";"15";"N";"550";"93739";"708757,1";"6439167,23";"0";"161";"48";"N";"724";"162904";"719328,85";"6378947,64";"0";"I";"0";"ACCROCHE";"A0075_M10";"1";"LOUBARESSE";"MYC15.6";"2";"QT, TT, VT, LC, VC";"2015-01-01";"1";"DIRMC"
"Obx54ySqFt_5917";"2019-01-01";"A0075";"24564";"161";"48";"N";"724";"162904";"719328,85";"6378947,64";"0";"187";"12";"N";"0";"187468";"708110,57";"6360971,76";"0";"I";"0";"ACCROCHE";"A0075_M11";"1";"ST_GERMAIN_T_M";"MMZ48.5";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRMC"
"Obx54ySqFt_5918";"2019-01-01";"A0075";"25381";"187";"12";"N";"0";"187468";"708110,57";"6360971,76";"0";"212";"12";"N";"0";"212849";"702162,03";"6340458,29";"0";"I";"0";"ACCROCHE";"A0075_M12";"1";"A75_GARRIGUE_Y";"MB112.1";"2";"QT, TT, VT, LC, VC";"2005-05-28";"0";"DIRMC"
"Obx54ySqFt_5919";"2019-01-01";"A0075";"3318";"212";"12";"N";"0";"212849";"702162,03";"6340458,29";"0";"215";"12";"N";"318";"216167";"701816,01";"6337456,91";"0";"I";"0";"ACCROCHE";"A0075_M13";"1";"A75 BEL AIR";"MBE12.9";"2";"QT, TT, VT, LC, VC";"2005-06-16";"0";"DIRMC"
"YMQwZR0_section1_Obx54ySqFt_5919";"2019-01-01";"A0075";"4740";"215";"12";"N";"944";"216793";"702262,42";"6337005,95";"0";"219";"12";"N";"826";"221533";"701682,53";"6332537,94";"0";"I";"0";"ACCROCHE";"A0075_M13";"1";"A75 BEL AIR";"MBE12.9";"2";"QT, TT, VT, LC, VC";"2005-06-16";"0";"DIRMC"
"YMQwZR0_section2_Obx54ySqFt_5919";"2019-01-01";"A0075";"11562";"222";"12";"C";"456";"224163";"701973,4";"6329941,1";"0";"234";"12";"N";"0";"235725";"710855,74";"6324096,2";"0";"I";"0";"ACCROCHE";"A0075_M13";"1";"A75 BEL AIR";"MBE12.9";"2";"QT, TT, VT, LC, VC";"2005-06-16";"0";"DIRMC"
"Obx54ySqFt_5920";"2019-01-01";"A0075";"41562";"234";"12";"N";"0";"235725";"710855,74";"6324096,2";"0";"276";"34";"N";"0";"277287";"726144,62";"6291203,4";"0";"I";"0";"ACCROCHE";"A0075_M14";"1";"A75 LA CAVALERIE";"MBE12.7";"3";"QT, TT, VT, LC, VC, KC";"2002-06-26";"0";"DIRMC"
"Obx54ySqFt_5921";"2019-01-01";"A0075";"14425";"276";"34";"N";"0";"277287";"726144,62";"6291203,4";"0";"290";"34";"N";"450";"291712";"736255,19";"6283125,76";"0";"I";"0";"ACCROCHE";"A0075_M15";"1";"LODEVE_SUD";"MMT34.B";"2";"QT, TT, VT, LC, VC";"1992-12-18";"0";"DIRMC"
"Obx54ySqFt_5922";"2019-01-01";"A0075";"21567";"290";"34";"N";"450";"291712";"736255,19";"6283125,76";"0";"312";"34";"N";"0";"313279";"734997,69";"6262987,25";"0";"I";"0";"ACCROCHE";"A0075_M16";"1";"ECH. 59 PÉZENAS NORD";"MML34A";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRMC"
"Obx54ySqFt_5923";"2019-01-01";"A0075";"8009";"312";"34";"N";"0";"313279";"734997,69";"6262987,25";"0";"320";"34";"N";"0";"321288";"730833,17";"6257346,44";"0";"I";"0";"ACCROCHE";"A0075_M17";"1";"ECH. 61 PÉZENAS SUD";"MML34B";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRMC"
"Obx54ySqFt_5924";"2019-01-01";"A0075";"10448";"320";"34";"N";"0";"321288";"730833,17";"6257346,44";"0";"330";"34";"N";"475";"331736";"722291,98";"6251558,13";"0";"I";"0";"ACCROCHE";"A0075_M18";"1";"ECH. 63 BEZIERS";"MML34C";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRMC"
"Obx54ySqFt_5925";"2019-01-01";"A0077";"39422";"100";"58";"C";"550";"99754";"695894,27";"6701103,53";"0";"139";"58";"N";"800";"139176";"706161,64";"6666236,81";"0";"I";"0";"ACCROCHE";"A0077_M1";"1";"LA CHARITE";"MXN58.A";"2";"QT, TT, VT, LC, VC";"1992-01-01";"0";"DIRCE"
"Obx54ySqFt_5926";"2019-01-01";"A0077";"21479";"139";"58";"N";"800";"139176";"706161,64";"6666236,81";"0";"161";"58";"N";"530";"160655";"713139,94";"6650777,02";"0";"I";"0";"ACCROCHE";"A0077_M2";"1";"PRIEZ M / F";"MXN58.1 / MXN58.2";"2";"QT, TT, VT, LC, VC";"2015-01-01";"0";"DIRCE"
"Obx54ySqFt_5927";"2019-01-01";"A0082";"2014";"0";"44";"N";"0";"0";"351013,11";"6694676,47";"0";"2";"44";"N";"245";"2014";"349028,53";"6694310,54";"0";"I";"0";"ACCROCHE";"A0082_M1";"1";"36 PTE ORVAULT";"MWL44.S";"2";"QT, TT, VT, LC, VC";"2010-01-01";"0";"DIRO"
"Obx54ySqFt_5928";"2019-01-01";"A0083";"2735";"2";"44";"N";"725";"2225";"358206,91";"6682696,56";"0";"5";"44";"N";"460";"4960";"358468,84";"6680050,69";"0";"I";"0";"ACCROCHE";"A0083_M2";"1";"A83 48-EX_2 LA BITIERE";"MWL44.1";"2";"QT, TT, VT, LC, VC";"1995-01-01";"1";"DIRO"
"Obx54ySqFt_5929";"2019-01-01";"A0084";"16469";"147";"50";"N";"0";"49750";"379625,82";"6830026,83";"0";"163";"50";"N";"435";"66219";"380279,56";"6845997,79";"0";"I";"0";"ACCROCHE";"A0084_M4";"1";"ST_AUBIN";"MRM50.2";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-03-01";"0";"DIRNO"
"Obx54ySqFt_5930";"2019-01-01";"A0084";"44721";"172";"50";"N";"0";"66219";"381344,93";"6854062,95";"0";"217";"50";"N";"280";"110940";"410828,97";"6882640,47";"0";"I";"0";"ACCROCHE";"A0084_M6";"1";"STE PIENCE";"MRM50.5";"4";"QT, TT, VT, LC, VC, KC, EC, PC";"2017-10-01";"0";"DIRNO"
"Obx54ySqFt_5931";"2019-01-01";"A0084";"20410";"217";"50";"N";"280";"110940";"410828,97";"6882640,47";"0";"237";"14";"N";"923";"131350";"428665,26";"6889806,02";"0";"I";"0";"ACCROCHE";"A0084_M7";"1";"CAHAGNES";"MRC14.2";"2";"QT, TT, VT, LC, VC";"2016-07-01";"0";"DIRNO"
"Obx54ySqFt_5932";"2019-01-01";"A0084";"18583";"237";"14";"N";"923";"131350";"428665,26";"6889806,02";"0";"255";"14";"N";"310";"149933";"443170,18";"6899546,24";"0";"I";"0";"ACCROCHE";"A0084_M8";"1";"VILLYBOCAGE";"MRC14.6";"2";"QT, TT, VT, LC, VC";"2014-04-01";"0";"DIRNO"
"Obx54ySqFt_5933";"2019-01-01";"A0084";"7556";"255";"14";"N";"310";"149933";"443170,18";"6899546,24";"0";"262";"14";"N";"822";"157489";"450170,66";"6901424,84";"0";"I";"0";"ACCROCHE";"A0084_M9";"1";"BRETTEVILLE";"MRC14.3";"2";"QT, TT, VT, LC, VC";"2014-06-01";"1";"DIRNO"
"Obx54ySqFt_5934";"2019-01-01";"A0115";"7442";"4";"95";"N";"122";"4124";"644610,37";"6878875,99";"0";"11";"95";"N";"572";"11566";"641010,85";"6883781,22";"0";"I";"0";"ACCROCHE";"A0115_M2";"1";"A115_SAINT-LEU-LA-F";"MIR95.b";"2";"QT, TT, VT, LC, VC";"1992-09-26";"1";"DIRIF"
"Obx54ySqFt_5935";"2019-01-01";"A0140";"6251";"3";"77";"C";"545";"3677";"691625,21";"6867426,01";"0";"9";"77";"N";"958";"9928";"689003,49";"6871444,09";"0";"I";"0";"ACCROCHE";"A0140_M1";"1";"A140_DEV_MEAUX";"MI777.G";"2";"QT, TT, VT, LC, VC";"2011-01-01";"0";"DIRIF"
"Obx54ySqFt_5936";"2019-01-01";"A0150";"2262";"8";"76";"N";"880";"8128";"554478,53";"6935822,9";"0";"11";"76";"N";"143";"10390";"553145,63";"6937628,51";"0";"I";"0";"ACCROCHE";"A0150_M3";"0";"";"";"";"";"2019-07-01";"0";"DIRNO"
"Obx54ySqFt_5937";"2019-01-01";"A0151";"6151";"0";"76";"N";"0";"0";"554496,18";"6935774,52";"0";"6";"76";"N";"217";"6151";"558078,85";"6940431,19";"0";"I";"0";"ACCROCHE";"A0151_M1";"1";"PISSY POVILLE";"MUM76.P";"2";"QT, TT, VT, LC, VC";"2013-12-01";"0";"DIRNO"
"Obx54ySqFt_5938";"2019-01-01";"A0304";"7758";"7";"08";"N";"-340";"10";"809556,2";"6980489,56";"0";"14";"08";"N";"418";"7768";"808943,52";"6972868,45";"0";"I";"0";"ACCROCHE";"A0304_M1";"0";"";"";"";"";"";"0";"DIRN"
"Obx54ySqFt_5939";"2019-01-01";"A0304";"20637";"14";"08";"N";"418";"7768";"808943,52";"6972868,45";"0";"35";"08";"N";"55";"28405";"822502,36";"6959649,59";"0";"I";"0";"ACCROCHE";"A0304_M2";"0";"";"";"";"";"";"0";"DIRN"
"Obx54ySqFt_5940";"2019-01-01";"A0313";"1700";"0";"54";"N";"0";"0";"926678,1";"6869581,28";"0";"1";"54";"N";"700";"1700";"925348,43";"6870555,45";"0";"I";"0";"ACCROCHE";"A0313_M1";"0";"A313 – ATTON";"MZE54.M";"2";"QT, TT, VT, LC, VC";"2018-04-01";"0";"DIRE"
"Obx54ySqFt_5941";"2019-01-01";"A0320";"7271";"0";"57";"N";"0";"0";"978087,54";"6900181,42";"0";"7";"57";"N";"560";"7271";"983855,92";"6904395,01";"0";"I";"0";"ACCROCHE";"A0320_M1";"1";"ROSBRUCK2";"MZ557.4";"2";"QT, TT, VT, LC, VC";"2013-10-03";"0";"DIRE"
"Obx54ySqFt_5942";"2019-01-01";"A0320";"6072";"7";"57";"N";"560";"7271";"983855,92";"6904395,01";"0";"13";"57";"N";"630";"13343";"988361,78";"6907665,97";"0";"I";"0";"ACCROCHE";"A0320_M2";"1";"A31 - LA BREME D OR";"MZ557.1";"2";"QT, TT, VT, LC, VC";"2011-08-30";"0";"DIRE"
"Obx54ySqFt_5943";"2019-01-01";"A0330";"5161";"0";"54";"N";"0";"0";"934746,66";"6845010,73";"0";"5";"54";"N";"150";"5161";"934332,29";"6839967,8";"0";"I";"0";"ACCROCHE";"A0330_M2";"1";"A330 - HEILLECOURT";"MZE54.R";"2";"QT, TT, VT, LC, VC";"2016-08-08";"0";"DIRE"
"Obx54ySqFt_5944";"2019-01-01";"A0330";"4738";"5";"54";"N";"150";"5161";"934332,29";"6839967,8";"0";"9";"54";"N";"900";"9899";"934111,27";"6835426,82";"0";"I";"0";"ACCROCHE";"A0330_M3";"1";"A330 – RICHARDMENIL";"MZE54.X";"2";"QT, TT, VT, LC, VC";"2012-05-01";"0";"DIRE"
"Obx54ySqFt_5945";"2019-01-01";"A0340";"3695";"0";"67";"N";"0";"0";"1043827,96";"6859810,88";"0";"3";"67";"N";"564";"3695";"1046085,88";"6862674,39";"0";"I";"0";"ACCROCHE";"A0340_M1";"0";"BERNOLSHEIM";"";"";"";"2020-06-01";"0";"DIRE"
"Obx54ySqFt_5946";"2019-01-01";"A0352";"7182";"2";"67";"N";"0";"0";"1038749,68";"6834388,56";"0";"9";"67";"N";"1000";"7182";"1031823,96";"6833854,29";"0";"I";"0";"ACCROCHE";"A0352_M1";"1";"DUTTLENHEIM";"MZB67.4";"2";"QT, TT, VT, LC, VC";"1993-12-15";"1";"DIRE"
"Obx54ySqFt_5947";"2019-01-01";"A0501";"840";"0";"13";"N";"0";"0";"906832,01";"6246549,64";"0";"0";"13";"N";"840";"840";"907509,94";"6247002,15";"0";"I";"0";"ACCROCHE";"A0501_M1";"1";"AUBAGNE_OUEST_A501";"MM413.K";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRMED"
"Obx54ySqFt_5948";"2019-01-01";"A0501";"1749";"0";"13";"N";"840";"840";"907509,94";"6247002,15";"0";"2";"13";"N";"589";"2589";"908629,03";"6248319,65";"0";"I";"0";"ACCROCHE";"A0501_M2";"1";"AUBAGNE_NORD_A501";"MM413.L";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRMED"
"Obx54ySqFt_5949";"2019-01-01";"A0502";"1568";"0";"13";"N";"0";"0";"909064,78";"6246110,16";"0";"1";"13";"N";"564";"1568";"910602,35";"6246201,14";"0";"I";"0";"ACCROCHE";"A0502_M1";"1";"AUBAGNE_A502";"MM413.H";"2";"QT, TT, VT, LC, VC";"2012-01-01";"0";"DIRMED"
